"spkid","full_name"
20014009," 14009 (1993 TQ36)"
20014012," 14012 Amedee (1993 XG)"
20014035," 14035 (1995 CJ)"
20014037," 14037 Takakikasahara (1995 EZ7)"
20014039," 14039 (1995 KZ1)"
20014072," 14072 Volterra (1996 KN)"
20014075," 14075 Kenwill (1996 OJ)"
20014076," 14076 (1996 OO1)"
20014077," 14077 Volfango (1996 PF1)"
20014099," 14099 (1997 RQ3)"
20014104," 14104 Delpino (1997 TV)"
20014113," 14113 (1998 QD32)"
20014120," 14120 Espenak (1998 QJ54)"
20014165," 14165 (1998 UZ)"
20014167," 14167 (1998 UL8)"
20014168," 14168 (1998 UR15)"
20014171," 14171 (1998 VO6)"
20014181," 14181 Koromhazi (1998 WX6)"
20014186," 14186 Virgiliofos (1998 XP2)"
20014190," 14190 Soldan (1998 XS15)"
20014194," 14194 (1998 XU50)"
20014195," 14195 (1998 XD51)"
20014206," 14206 Sehnal (1999 CL10)"
20014207," 14207 (1999 CS18)"
20014208," 14208 (1999 CR64)"
20014213," 14213 (1999 NX54)"
20014220," 14220 Alexgibbs (1999 VE115)"
20014227," 14227 (1999 XW85)"
20014235," 14235 (1999 XA187)"
20014241," 14241 (2000 AO5)"
20014248," 14248 (2000 AF56)"
20014249," 14249 (2000 AW57)"
20014255," 14255 (2000 AS70)"
20014264," 14264 (2000 AH142)"
20014268," 14268 (2000 AK156)"
20014274," 14274 Landstreet (2000 BL21)"
20014315," 14315 Ogawamachi (1977 EL5)"
20014316," 14316 Higashichichibu (1977 ES7)"
20014341," 14341 (1983 RV3)"
20014342," 14342 Iglika (1984 SL)"
20014346," 14346 Zhilyaev (1985 QG5)"
20014349," 14349 Nikitamikhalkov (1985 UQ4)"
20014360," 14360 Ipatov (1988 CV4)"
20014380," 14380 (1989 UC6)"
20014389," 14389 (1990 QR5)"
20014390," 14390 (1990 QP10)"
20014394," 14394 (1990 SP15)"
20014406," 14406 (1991 PP8)"
20014409," 14409 (1991 RM1)"
20014410," 14410 (1991 RR1)"
20014424," 14424 Laval (1991 SR3)"
20014426," 14426 Katotsuyoshi (1991 UO2)"
20014428," 14428 Lazaridis (1991 VM12)"
20014446," 14446 Kinkowan (1992 UP6)"
20014448," 14448 (1992 VQ)"
20014451," 14451 (1992 WR5)"
20014456," 14456 (1993 FK20)"
20014465," 14465 (1993 NB)"
20014478," 14478 (1994 CF2)"
20014479," 14479 Plekhanov (1994 CQ13)"
20014492," 14492 Bistar (1994 VM6)"
20014495," 14495 (1995 AK1)"
20014518," 14518 (1996 RZ30)"
20014519," 14519 Ural (1996 TT38)"
20014535," 14535 Kazuyukihanda (1997 RF)"
20014551," 14551 Itagaki (1997 UN8)"
20014554," 14554 (1997 UE25)"
20014556," 14556 (1997 VN1)"
20014564," 14564 Heasley (1998 BX13)"
20014566," 14566 Hokule`a (1998 MY7)"
20014569," 14569 (1998 QB32)"
20014612," 14612 Irtish (1998 SG164)"
20014622," 14622 Arcadiopoveda (1998 UN18)"
20014625," 14625 (1998 UH31)"
20014631," 14631 Benbryan (1998 VS32)"
20014634," 14634 (1998 VE37)"
20014648," 14648 (1998 XV49)"
20014649," 14649 (1998 XW62)"
20014651," 14651 (1998 YE5)"
20014654," 14654 Rajivgupta (1998 YV16)"
20014658," 14658 (1999 AC10)"
20014664," 14664 Vandervelden (1999 BY25)"
20014669," 14669 Beletic (1999 DC)"
20014672," 14672 (1999 RO94)"
20014690," 14690 (2000 AR25)"
20014691," 14691 (2000 AK119)"
20014692," 14692 (2000 AG133)"
20014699," 14699 Klarasmi (2000 AV239)"
20014705," 14705 (2000 CG2)"
20014707," 14707 (2000 CC20)"
20014709," 14709 (2000 CO29)"
20014715," 14715 (2000 CD71)"
20014716," 14716 (2000 CX81)"
20014717," 14717 (2000 CJ82)"
20014722," 14722 (2000 CK92)"
20014723," 14723 (2000 CB93)"
20014725," 14725 (2000 DC3)"
20014726," 14726 (2000 DD3)"
20014736," 14736 (2000 DW97)"
20014739," 14739 Edgarchavez (2000 EF21)"
20014740," 14740 (2000 ED32)"
20014758," 14758 (6519 P-L)"
20014771," 14771 (4105 T-1)"
20014789," 14789 GAISH (1969 TY1)"
20014790," 14790 Beletskij (1970 OF)"
20014791," 14791 Atreus (1973 SU)"
20014792," 14792 Thyestes (1973 SG1)"
20014795," 14795 Syoyou (1977 EE7)"
20014796," 14796 (1977 XF2)"
20014811," 14811 (1981 ED43)"
20014818," 14818 Mindeli (1982 UF7)"
20014822," 14822 (1984 SR5)"
20014826," 14826 Nicollier (1985 SC1)"
20014836," 14836 Maxfrisch (1988 CY)"
20014845," 14845 Hegel (1988 VS6)"
20014867," 14867 (1990 RW4)"
20014877," 14877 Zauberflote (1990 WC9)"
20014885," 14885 Paskoff (1991 RF2)"
20014889," 14889 (1991 VX2)"
20014902," 14902 Miyairi (1993 BE2)"
20014942," 14942 Stevebaker (1995 MA)"
20014962," 14962 Masanoriabe (1996 TL15)"
20014963," 14963 Toshikazu (1996 TM15)"
20014988," 14988 Tryggvason (1997 UA7)"
20014991," 14991 (1997 UV14)"
20014995," 14995 Archytas (1997 VY1)"
20015013," 15013 (1998 QH93)"
20015033," 15033 (1998 VY29)"
20015050," 15050 Heddal (1998 XC96)"
20015056," 15056 Barbaradixon (1998 YP12)"
20015061," 15061 (1999 AL)"
20015066," 15066 (1999 AX7)"
20015073," 15073 (1999 BK13)"
20015074," 15074 (1999 BN14)"
20015082," 15082 (1999 CT30)"
20015085," 15085 (1999 CB43)"
20015092," 15092 Beegees (1999 EH5)"
20015094," 15094 Polymele (1999 WB2)"
20015097," 15097 (1999 XP38)"
20015101," 15101 (2000 AY150)"
20015102," 15102 (2000 AA202)"
20015104," 15104 (2000 BV3)"
20015108," 15108 (2000 CT61)"
20015110," 15110 (2000 CE62)"
20015114," 15114 (2000 CY101)"
20015119," 15119 (2000 DU97)"
20015123," 15123 (2000 EP36)"
20015127," 15127 (2000 EN45)"
20015134," 15134 (2000 ED92)"
20015136," 15136 (2000 EE93)"
20015147," 15147 Siegfried (2000 EJ134)"
20015153," 15153 (2000 FD17)"
20015156," 15156 (2000 FK38)"
20015161," 15161 (2000 FQ48)"
20015163," 15163 (2000 GB4)"
20015172," 15172 (3086 P-L)"
20015185," 15185 (4104 T-1)"
20015188," 15188 (3044 T-2)"
20015190," 15190 (3353 T-2)"
20015191," 15191 (4234 T-2)"
20015200," 15200 (1975 SU)"
20015213," 15213 (1980 UO1)"
20015222," 15222 (1982 FL1)"
20015225," 15225 (1985 RJ4)"
20015231," 15231 Ehdita (1987 RO5)"
20015235," 15235 (1988 DA5)"
20015245," 15245 (1989 TP16)"
20015249," 15249 Capodimonte (1989 YB5)"
20015256," 15256 (1990 RD1)"
20015258," 15258 Alfilipenko (1990 RN17)"
20015261," 15261 (1990 SV12)"
20015262," 15262 Abderhalden (1990 TG4)"
20015269," 15269 (1990 XF)"
20015278," 15278 Paquet (1991 PG7)"
20015285," 15285 (1991 RW18)"
20015290," 15290 (1991 TF1)"
20015292," 15292 (1991 VD2)"
20015305," 15305 (1992 WT1)"
20015314," 15314 (1993 FL34)"
20015373," 15373 (1996 WV1)"
20015376," 15376 Martak (1997 CT1)"
20015393," 15393 (1997 TR24)"
20015398," 15398 (1997 UZ23)"
20015410," 15410 (1997 YZ)"
20015412," 15412 Schaefer (1998 AU3)"
20015418," 15418 Sergiospinelli (1998 DU35)"
20015422," 15422 (1998 QP45)"
20015426," 15426 (1998 SW43)"
20015428," 15428 (1998 SV128)"
20015436," 15436 Dexius (1998 VU30)"
20015440," 15440 Eioneus (1998 WX4)"
20015445," 15445 (1998 XE)"
20015450," 15450 (1998 XV40)"
20015451," 15451 (1998 XK42)"
20015454," 15454 (1998 YB3)"
20015457," 15457 (1998 YN6)"
20015463," 15463 (1999 AT2)"
20015478," 15478 (1999 CZ2)"
20015482," 15482 (1999 CB21)"
20015483," 15483 (1999 CW25)"
20015485," 15485 (1999 CY53)"
20015487," 15487 (1999 CC63)"
20015488," 15488 (1999 CB75)"
20015489," 15489 (1999 CJ78)"
20015494," 15494 Lucylake (1999 CX123)"
20015498," 15498 (1999 EQ4)"
20015502," 15502 (1999 NV27)"
20015505," 15505 (1999 RF56)"
20015514," 15514 (1999 VW24)"
20015515," 15515 (1999 VN80)"
20015518," 15518 (1999 VY153)"
20015519," 15519 (1999 XW)"
20015521," 15521 (1999 XH133)"
20015527," 15527 (1999 YY2)"
20015529," 15529 (2000 AA80)"
20015532," 15532 (2000 AP126)"
20015534," 15534 (2000 AQ164)"
20015535," 15535 (2000 AT177)"
20015536," 15536 (2000 AG191)"
20015539," 15539 (2000 CN3)"
20015540," 15540 (2000 CF18)"
20015541," 15541 (2000 CN63)"
20015545," 15545 (2000 EK46)"
20015562," 15562 (2000 GF48)"
20015580," 15580 (2000 GE71)"
20015601," 15601 (2000 GZ106)"
20015602," 15602 (2000 GA108)"
20015611," 15611 Leejoonyoung (2000 GD127)"
20015615," 15615 (2000 HU1)"
20015616," 15616 (2000 HG10)"
20015621," 15621 Erikhovland (2000 HO20)"
20015626," 15626 (2000 HR50)"
20015636," 15636 (2000 JD31)"
20015637," 15637 (2000 JY53)"
20015638," 15638 (2000 JA65)"
20015651," 15651 Tlepolemos (9612 P-L)"
20015652," 15652 (1048 T-1)"
20015654," 15654 (1176 T-1)"
20015656," 15656 (3277 T-1)"
20015659," 15659 (2141 T-2)"
20015663," 15663 Periphas (4168 T-2)"
20015671," 15671 Suzannedebarbat (1977 EP6)"
20015675," 15675 Goloseevo (1978 SP5)"
20015677," 15677 (1980 TZ5)"
20015698," 15698 (1986 QO2)"
20015707," 15707 (1988 RN4)"
20015712," 15712 (1989 RN2)"
20015720," 15720 (1990 EN1)"
20015725," 15725 (1990 TX4)"
20015731," 15731 (1990 UW2)"
20015732," 15732 Vitusbering (1990 VZ5)"
20015735," 15735 Andakerkhoven (1990 WF2)"
20015747," 15747 (1991 RW23)"
20015748," 15748 (1991 RG25)"
20015751," 15751 (1991 VN4)"
20015752," 15752 Eluard (1992 BD2)"
20015753," 15753 (1992 DD10)"
20015763," 15763 Nagakubo (1992 UO5)"
20015766," 15766 Strahlenberg (1993 BD13)"
20015767," 15767 (1993 FN7)"
20015771," 15771 (1993 FS34)"
20015785," 15785 de Villegas (1993 QO3)"
20015789," 15789 (1993 SC)"
20015804," 15804 Yenisei (1994 EY5)"
20015811," 15811 Nusslein-Volhard (1994 ND1)"
20015844," 15844 (1995 UQ5)"
20015848," 15848 (1995 YJ4)"
20015850," 15850 (1996 AE1)"
20015877," 15877 (1996 WZ1)"
20015878," 15878 (1996 XC3)"
20015913," 15913 Telemachus (1997 TZ27)"
20015917," 15917 Rosahavel (1997 UX7)"
20015923," 15923 (1997 VN3)"
20015929," 15929 Ericlinton (1997 WQ11)"
20015931," 15931 (1997 WK45)"
20015939," 15939 Fessenden (1997 YP8)"
20015941," 15941 Stevegauthier (1997 YX15)"
20015945," 15945 Raymondavid (1998 AZ5)"
20015948," 15948 (1998 BE)"
20015951," 15951 (1998 BB2)"
20015952," 15952 (1998 BM7)"
20015954," 15954 Divjotbedi (1998 BG11)"
20015965," 15965 Robertcox (1998 DU7)"
20015966," 15966 (1998 DL13)"
20015967," 15967 Clairearmstrong (1998 DN20)"
20015968," 15968 Waltercugno (1998 DX35)"
20015974," 15974 (1998 FL103)"
20015975," 15975 (1998 FW108)"
20015977," 15977 (1998 MA11)"
20015979," 15979 (1998 QW34)"
20016009," 16009 (1999 CM8)"
20016015," 16015 Snell (1999 CK47)"
20016018," 16018 (1999 CJ67)"
20016029," 16029 (1999 DQ6)"
20016031," 16031 (1999 FJ10)"
20016035," 16035 Sasandford (1999 FX32)"
20016037," 16037 Sheehan (1999 GX8)"
20016038," 16038 (1999 GD18)"
20016039," 16039 Zeglin (1999 GH18)"
20016041," 16041 (1999 GM19)"
20016045," 16045 (1999 HU2)"
20016046," 16046 Gregnorman (1999 JK)"
20016050," 16050 (1999 JN35)"
20016054," 16054 (1999 JP55)"
20016057," 16057 (1999 JO75)"
20016059," 16059 Marybuda (1999 JV86)"
20016061," 16061 (1999 JQ117)"
20016066," 16066 Richardbressler (1999 RN39)"
20016067," 16067 Brandonfan (1999 RA47)"
20016070," 16070 Charops (1999 RB101)"
20016081," 16081 (1999 SR15)"
20016086," 16086 (1999 TF90)"
20016099," 16099 (1999 VQ24)"
20016115," 16115 (1999 XH25)"
20016117," 16117 Herbst (1999 XS29)"
20016133," 16133 (1999 XC100)"
20016134," 16134 (1999 XE100)"
20016151," 16151 (1999 XF230)"
20016152," 16152 (1999 YN12)"
20016153," 16153 (2000 AB)"
20016156," 16156 (2000 AP39)"
20016159," 16159 (2000 AK62)"
20016162," 16162 (2000 AD68)"
20016179," 16179 Jeloka (2000 AL134)"
20016181," 16181 (2000 AC137)"
20016183," 16183 (2000 AX138)"
20016194," 16194 Roderick (2000 AJ231)"
20016195," 16195 (2000 AQ236)"
20016200," 16200 (2000 BT28)"
20016208," 16208 (2000 CL52)"
20016213," 16213 (2000 CG85)"
20016216," 16216 (2000 DR4)"
20016218," 16218 Mintakeyes (2000 DV14)"
20016228," 16228 Adhamkassem (2000 EC39)"
20016232," 16232 Chijagerbs (2000 ED152)"
20016235," 16235 (2000 FF46)"
20016240," 16240 (2000 GJ115)"
20016243," 16243 Rosenbauer (2000 GO147)"
20016257," 16257 (2000 JY6)"
20016272," 16272 (2000 JS55)"
20016277," 16277 Mallada (2000 JW74)"
20016278," 16278 (2000 JM77)"
20016279," 16279 (2000 KJ23)"
20016285," 16285 (3047 P-L)"
20016300," 16300 (6569 P-L)"
20016314," 16314 (1248 T-1)"
20016331," 16331 (4101 T-2)"
20016332," 16332 (4117 T-2)"
20016346," 16346 (2682 T-3)"
20016356," 16356 Univbalttech (1976 GV2)"
20016368," 16368 Citta di Alba (1981 DF)"
20016369," 16369 (1981 DJ)"
20016375," 16375 (1981 EM10)"
20016408," 16408 (1986 AB)"
20016413," 16413 Abulghazi (1987 BA2)"
20016415," 16415 (1987 QE7)"
20016428," 16428 (1988 RD12)"
20016433," 16433 (1988 VX2)"
20016438," 16438 Knofel (1989 AU6)"
20016445," 16445 Klimt (1989 GN3)"
20016446," 16446 (1989 MH)"
20016447," 16447 Vauban (1989 RX)"
20016449," 16449 Kigoyama (1989 SO)"
20016450," 16450 Messerschmidt (1989 SY2)"
20016454," 16454 (1989 TT2)"
20016457," 16457 (1989 VF)"
20016458," 16458 (1989 WZ2)"
20016461," 16461 (1990 BO)"
20016466," 16466 Piyashiriyama (1990 FJ2)"
20016467," 16467 (1990 FD3)"
20016481," 16481 Thames (1990 QU7)"
20016485," 16485 (1990 RG2)"
20016489," 16489 (1990 SG)"
20016509," 16509 (1990 UE4)"
20016515," 16515 Usman'grad (1990 VN14)"
20016522," 16522 Tell (1991 AJ3)"
20016542," 16542 (1991 PK31)"
20016546," 16546 (1991 RP5)"
20016549," 16549 (1991 RE10)"
20016560," 16560 Daitor (1991 VZ5)"
20016563," 16563 Ob (1992 BF2)"
20016565," 16565 (1992 CZ1)"
20016568," 16568 (1992 DX5)"
20016572," 16572 (1992 EU5)"
20016583," 16583 Oersted (1992 OH2)"
20016592," 16592 (1992 TM1)"
20016593," 16593 (1992 UB3)"
20016597," 16597 (1992 YU1)"
20016599," 16599 Shorland (1993 BR2)"
20016614," 16614 (1993 FS35)"
20016622," 16622 (1993 GG1)"
20016623," 16623 Muenzel (1993 GM1)"
20016628," 16628 (1993 KF)"
20016630," 16630 (1993 NZ1)"
20016662," 16662 (1993 VU1)"
20016663," 16663 (1993 VG4)"
20016667," 16667 (1993 XM1)"
20016671," 16671 Tago (1994 AF3)"
20016683," 16683 Alepieri (1994 JY)"
20016689," 16689 Vistula (1994 PZ26)"
20016708," 16708 (1995 SP1)"
20016711," 16711 Ka-Dar (1995 SM29)"
20016712," 16712 (1995 SW29)"
20016713," 16713 Airashi (1995 SV52)"
20016718," 16718 Morikawa (1995 UA9)"
20016722," 16722 (1995 WG7)"
20016781," 16781 Rencin (1996 XU18)"
20016784," 16784 (1996 YD2)"
20016785," 16785 (1997 AL1)"
20016786," 16786 (1997 AT1)"
20016792," 16792 (1997 AK13)"
20016794," 16794 Cucullia (1997 CQ1)"
20016843," 16843 (1997 XX3)"
20016844," 16844 (1997 XY3)"
20016853," 16853 Masafumi (1997 YV2)"
20016876," 16876 (1998 BV6)"
20016878," 16878 Tombickler (1998 BL9)"
20016885," 16885 (1998 BX25)"
20016892," 16892 Vaissiere (1998 DN1)"
20016893," 16893 (1998 DS3)"
20016895," 16895 (1998 DQ9)"
20016897," 16897 (1998 DH10)"
20016900," 16900 Lozere (1998 DQ13)"
20016910," 16910 (1998 DE34)"
20016913," 16913 (1998 EK9)"
20016915," 16915 Bredthauer (1998 FR10)"
20016921," 16921 (1998 FZ52)"
20016922," 16922 (1998 FR57)"
20016923," 16923 (1998 FB61)"
20016924," 16924 (1998 FL61)"
20016927," 16927 (1998 FX68)"
20016928," 16928 (1998 FF70)"
20016930," 16930 Respighi (1998 FF74)"
20016931," 16931 (1998 FO75)"
20016935," 16935 (1998 FX111)"
20016936," 16936 (1998 FJ112)"
20016941," 16941 (1998 GR7)"
20016942," 16942 (1998 HA34)"
20016945," 16945 (1998 HD46)"
20016948," 16948 (1998 HA133)"
20016953," 16953 Besicovitch (1998 KE5)"
20016955," 16955 (1998 KU48)"
20016956," 16956 (1998 MQ11)"
20016968," 16968 (1998 TT5)"
20016970," 16970 (1998 VV2)"
20016974," 16974 Iphthime (1998 WR21)"
20017062," 17062 Bardot (1999 GR8)"
20017087," 17087 (1999 JC19)"
20017100," 17100 Kamiokanatsu (1999 JT37)"
20017106," 17106 Tidball (1999 JT48)"
20017109," 17109 (1999 JF52)"
20017111," 17111 (1999 JH52)"
20017114," 17114 (1999 JJ54)"
20017117," 17117 (1999 JL58)"
20017137," 17137 (1999 JK84)"
20017146," 17146 (1999 JB102)"
20017150," 17150 (1999 JP109)"
20017153," 17153 (1999 JK119)"
20017154," 17154 (1999 JS121)"
20017156," 17156 Kennethseitz (1999 KS3)"
20017161," 17161 (1999 LQ13)"
20017164," 17164 (1999 LP24)"
20017165," 17165 (1999 LS27)"
20017166," 17166 Secombe (1999 MC)"
20017167," 17167 Olgarozanova (1999 NB)"
20017171," 17171 (1999 NB38)"
20017172," 17172 (1999 NZ41)"
20017175," 17175 (1999 SS3)"
20017184," 17184 Carlrogers (1999 VL22)"
20017203," 17203 (2000 AM64)"
20017206," 17206 (2000 AJ125)"
20017212," 17212 (2000 AV183)"
20017213," 17213 (2000 AF186)"
20017216," 17216 Scottstuart (2000 AK243)"
20017230," 17230 (2000 CX116)"
20017239," 17239 (2000 EH95)"
20017250," 17250 Genelucas (2000 GW122)"
20017252," 17252 (2000 GJ127)"
20017254," 17254 (2000 GG137)"
20017264," 17264 (2000 JM66)"
20017266," 17266 (2000 KT6)"
20017270," 17270 Nolthenius (2000 LB2)"
20017276," 17276 (2000 LU22)"
20017283," 17283 Ustinov (2000 MB1)"
20017289," 17289 (2037 P-L)"
20017297," 17297 (3560 P-L)"
20017305," 17305 Caniff (4652 P-L)"
20017308," 17308 (6079 P-L)"
20017314," 17314 Aisakos (1024 T-1)"
20017346," 17346 (2395 T-3)"
20017349," 17349 (4353 T-3)"
20017351," 17351 Pheidippos (1973 SV)"
20017357," 17357 Lucataliano (1978 QH3)"
20017365," 17365 Thymbraeus (1978 VF11)"
20017370," 17370 (1980 CJ)"
20017371," 17371 (1981 DT)"
20017389," 17389 (1981 EN30)"
20017397," 17397 (1981 EF48)"
20017413," 17413 (1988 RT4)"
20017414," 17414 (1988 RN10)"
20017415," 17415 (1988 RO10)"
20017416," 17416 (1988 RR10)"
20017417," 17417 (1988 RY10)"
20017418," 17418 (1988 RT12)"
20017419," 17419 (1988 RH13)"
20017420," 17420 (1988 RL13)"
20017421," 17421 (1988 SW1)"
20017423," 17423 (1988 SK2)"
20017424," 17424 (1988 SP2)"
20017427," 17427 Poe (1989 CQ2)"
20017428," 17428 Charleroi (1989 DL)"
20017430," 17430 (1989 KF)"
20017437," 17437 Stekene (1989 SC4)"
20017440," 17440 (1989 TP14)"
20017442," 17442 (1989 UO5)"
20017443," 17443 (1989 UU5)"
20017445," 17445 Avatcha (1989 YC5)"
20017463," 17463 (1990 UO5)"
20017470," 17470 Mitsuhashi (1991 BX)"
20017491," 17491 (1991 UM3)"
20017492," 17492 Hippasos (1991 XG1)"
20017520," 17520 Hisayukiyoshio (1993 BX2)"
20017529," 17529 (1993 FJ23)"
20017543," 17543 Sosva (1993 PA3)"
20017567," 17567 Hoshinoyakata (1994 GP)"
20017568," 17568 (1994 GT8)"
20017571," 17571 (1994 PV)"
20017573," 17573 (1994 PJ13)"
20017587," 17587 (1995 BD)"
20017615," 17615 Takeomasaru (1995 UZ8)"
20017617," 17617 Takimotoikuo (1995 UD45)"
20017619," 17619 (1995 VT)"
20017626," 17626 (1996 AG2)"
20017669," 17669 (1996 XF6)"
20017677," 17677 (1997 AW2)"
20017683," 17683 Kanagawa (1997 AR16)"
20017686," 17686 (1997 BC2)"
20017692," 17692 (1997 CX27)"
20017698," 17698 Racheldavis (1997 EW42)"
20017733," 17733 (1998 BS1)"
20017742," 17742 (1998 BP25)"
20017754," 17754 (1998 DN8)"
20017755," 17755 (1998 DU11)"
20017773," 17773 (1998 EX13)"
20017786," 17786 (1998 FL36)"
20017790," 17790 (1998 FN49)"
20017797," 17797 Philfrankel (1998 FO62)"
20017798," 17798 (1998 FC63)"
20017802," 17802 (1998 FA71)"
20017809," 17809 (1998 FR78)"
20017811," 17811 (1998 FH105)"
20017812," 17812 (1998 FH109)"
20017814," 17814 (1998 FH113)"
20017816," 17816 (1998 FY113)"
20017817," 17817 (1998 FU116)"
20017822," 17822 Tonireland (1998 FM135)"
20017825," 17825 Juranitch (1998 GQ8)"
20017829," 17829 (1998 HX32)"
20017838," 17838 (1998 HJ94)"
20017839," 17839 (1998 HN95)"
20017840," 17840 (1998 HG96)"
20017843," 17843 Shaelucero (1998 HD99)"
20017845," 17845 (1998 HY112)"
20017849," 17849 (1998 HL134)"
20017853," 17853 Ronaldsayer (1998 JK3)"
20017854," 17854 (1998 JC4)"
20017855," 17855 Geffert (1998 KK)"
20017859," 17859 Galinaryabova (1998 KC4)"
20017861," 17861 (1998 KN24)"
20017864," 17864 (1998 KK38)"
20017866," 17866 (1998 KV45)"
20017867," 17867 (1998 KD46)"
20017868," 17868 (1998 KW46)"
20017871," 17871 (1998 RD58)"
20017874," 17874 (1998 YM3)"
20017918," 17918 (1999 GE6)"
20017968," 17968 (1999 JX46)"
20017973," 17973 (1999 JP51)"
20017989," 17989 (1999 JE64)"
20017994," 17994 (1999 JF70)"
20018036," 18036 (1999 ND26)"
20018037," 18037 (1999 NA38)"
20018041," 18041 (1999 RX13)"
20018045," 18045 (1999 RR100)"
20018046," 18046 (1999 RN116)"
20018047," 18047 (1999 RP145)"
20018052," 18052 (1999 RV199)"
20018053," 18053 (1999 RU208)"
20018054," 18054 (1999 SW7)"
20018060," 18060 Zarex (1999 XJ156)"
20018062," 18062 (1999 XY187)"
20018063," 18063 (1999 XW211)"
20018071," 18071 (2000 BA27)"
20018078," 18078 (2000 FL31)"
20018083," 18083 (2000 HD22)"
20018105," 18105 (2000 NT3)"
20018126," 18126 (2000 OU3)"
20018134," 18134 (2000 OS14)"
20018135," 18135 (2000 OQ20)"
20018137," 18137 (2000 OU30)"
20018148," 18148 Bellier (2000 OZ57)"
20018150," 18150 Lopez-Moreno (2000 OC60)"
20018153," 18153 (2000 OC61)"
20018161," 18161 Koshiishi (2000 PZ12)"
20018169," 18169 Amaldi (2000 QF)"
20018177," 18177 Harunaga (2000 QK27)"
20018191," 18191 Rayhe (2000 QL90)"
20018205," 18205 (3090 P-L)"
20018219," 18219 (6260 P-L)"
20018228," 18228 Hyperenor (3163 T-1)"
20018239," 18239 Ekers (1251 T-2)"
20018263," 18263 Anchialos (5167 T-2)"
20018268," 18268 Dardanos (2140 T-3)"
20018278," 18278 Drymas (4035 T-3)"
20018281," 18281 Tros (4317 T-3)"
20018282," 18282 Ilos (4369 T-3)"
20018285," 18285 Vladplatonov (1972 GJ)"
20018324," 18324 (1984 HA2)"
20018331," 18331 (1987 DQ6)"
20018333," 18333 (1987 OV)"
20018336," 18336 (1988 LG)"
20018340," 18340 (1989 OM)"
20018349," 18349 Dafydd (1990 OV4)"
20018355," 18355 (1990 RN9)"
20018364," 18364 (1990 WF4)"
20018365," 18365 Shimomoto (1990 WN5)"
20018377," 18377 Vetter (1991 SH1)"
20018399," 18399 Tentoumushi (1992 WK1)"
20018429," 18429 (1994 AO1)"
20018439," 18439 (1994 LJ1)"
20018474," 18474 (1995 WV3)"
20018477," 18477 (1995 WA11)"
20018481," 18481 (1995 YH)"
20018482," 18482 (1995 YO)"
20018483," 18483 (1995 YY2)"
20018485," 18485 (1996 AB)"
20018488," 18488 (1996 AY3)"
20018493," 18493 Demoleon (1996 HV9)"
20018559," 18559 (1997 EN2)"
20018560," 18560 Coxeter (1997 EO7)"
20018562," 18562 Ellenkey (1997 EK54)"
20018568," 18568 Thuillot (1997 TL2)"
20018571," 18571 (1997 WQ21)"
20018595," 18595 (1998 BR1)"
20018616," 18616 (1998 DR5)"
20018645," 18645 (1998 EM19)"
20018690," 18690 (1998 GB10)"
20018701," 18701 (1998 HB57)"
20018712," 18712 (1998 HN108)"
20018720," 18720 Jerryguo (1998 HP145)"
20018721," 18721 (1998 HC146)"
20018722," 18722 (1998 HF148)"
20018723," 18723 (1998 JO1)"
20018724," 18724 (1998 JV1)"
20018727," 18727 Peacock (1998 KW3)"
20018732," 18732 (1998 KP19)"
20018743," 18743 (1998 YD5)"
20018769," 18769 (1999 JS24)"
20018778," 18778 (1999 JW43)"
20018815," 18815 (1999 LT8)"
20018827," 18827 (1999 NA26)"
20018828," 18828 (1999 NT27)"
20018833," 18833 (1999 NT53)"
20018844," 18844 (1999 RU27)"
20018847," 18847 (1999 RJ32)"
20018848," 18848 (1999 RH41)"
20018852," 18852 (1999 RP91)"
20018889," 18889 (2000 CC28)"
20018895," 18895 (2000 GJ108)"
20018898," 18898 (2000 JX)"
20018901," 18901 (2000 MR5)"
20018909," 18909 (2000 OE21)"
20018911," 18911 (2000 OY31)"
20018927," 18927 (2000 PQ26)"
20018939," 18939 Sariancel (2000 QZ48)"
20018940," 18940 (2000 QV49)"
20018952," 18952 (2000 QF105)"
20018955," 18955 (2000 QY122)"
20018958," 18958 (2000 QL128)"
20018959," 18959 (2000 QG129)"
20018963," 18963 (2000 QB141)"
20018971," 18971 (2000 QY177)"
20018984," 18984 Olathe (2000 RA8)"
20018986," 18986 (2000 RF22)"
20018996," 18996 Torasan (2000 RR53)"
20019006," 19006 (2000 RY65)"
20019010," 19010 (2000 RT72)"
20019018," 19018 (2000 RL100)"
20019020," 19020 (2000 SC6)"
20019026," 19026 (2000 SR145)"
20019028," 19028 (2000 SC165)"
20019030," 19030 (2000 SJ276)"
20019033," 19033 (2157 P-L)"
20019072," 19072 (1222 T-3)"
20019074," 19074 (4236 T-3)"
20019078," 19078 (5187 T-3)"
20019086," 19086 (1978 VB3)"
20019093," 19093 (1979 MM3)"
20019129," 19129 Loos (1988 AL1)"
20019148," 19148 Alaska (1989 YA5)"
20019149," 19149 Boccaccio (1990 EZ2)"
20019170," 19170 (1991 FH)"
20019190," 19190 Morihiroshi (1992 AM1)"
20019197," 19197 Akasaki (1992 EO)"
20019201," 19201 (1992 GZ4)"
20019226," 19226 Peiresc (1993 RA8)"
20019235," 19235 van Schurman (1993 VS4)"
20019254," 19254 Shojitomoko (1994 VD7)"
20019280," 19280 (1996 AV)"
20019327," 19327 (1996 XH19)"
